s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CABLE_FUEL,MLR_PRODUCTS,MLR_HYDROGEN CYANIDE
 1.5480148E+002, 5.6794515E+002, 0.0000000E+000,-1.8677984E+002,-2.5540783E+002,-6.4172941E+001, 7.3544729E-002, 0.0000000E+000, 0.0000000E+000, 6.3765592E+001, 6.1658080E+001, 0.0000000E+000, 3.4963415E-002, 0.0000000E+000, 0.0000000E+000
 1.5512466E+002, 5.7539099E+002, 0.0000000E+000,-1.9154711E+002,-2.6716363E+002,-6.3655481E+001, 7.4923312E-002, 0.0000000E+000, 0.0000000E+000, 5.4154207E+001, 5.3099690E+001, 0.0000000E+000, 3.5054878E-002, 0.0000000E+000, 0.0000000E+000
 1.5540462E+002, 5.8311410E+002, 0.0000000E+000,-1.9550487E+002,-2.7923710E+002,-6.2589606E+001, 7.4900384E-002, 0.0000000E+000, 0.0000000E+000, 4.8227126E+001, 4.5857418E+001, 0.0000000E+000, 3.5146341E-002, 0.0000000E+000, 0.0000000E+000
 1.5570930E+002, 5.7520000E+002, 0.0000000E+000,-1.9215616E+002,-2.8159211E+002,-6.2732684E+001, 7.5214929E-002, 0.0000000E+000, 0.0000000E+000, 3.8319499E+001, 3.8794255E+001, 0.0000000E+000, 3.5235873E-002, 0.0000000E+000, 0.0000000E+000
 1.5600587E+002, 5.7645508E+002, 0.0000000E+000,-1.8547179E+002,-2.7309318E+002,-6.4571609E+001, 7.4363897E-002, 0.0000000E+000, 0.0000000E+000, 5.3961422E+001, 5.3392863E+001, 0.0000000E+000, 3.5325780E-002, 0.0000000E+000, 0.0000000E+000
 1.5631538E+002, 5.8293462E+002, 0.0000000E+000,-1.8589486E+002,-2.6938045E+002,-6.5491380E+001, 7.4747657E-002, 0.0000000E+000, 0.0000000E+000, 6.2873760E+001, 6.2242681E+001, 0.0000000E+000, 3.5420554E-002, 0.0000000E+000, 0.0000000E+000
 1.5662904E+002, 5.8589226E+002, 0.0000000E+000,-1.9446392E+002,-2.6603053E+002,-6.4773671E+001, 7.5705949E-002, 0.0000000E+000, 0.0000000E+000, 6.2720610E+001, 6.0699838E+001, 0.0000000E+000, 3.5514905E-002, 0.0000000E+000, 0.0000000E+000
 1.5690784E+002, 5.8434717E+002, 0.0000000E+000,-1.9957980E+002,-2.7469832E+002,-6.5401688E+001, 7.6494070E-002, 0.0000000E+000, 0.0000000E+000, 4.7482506E+001, 4.4743855E+001, 0.0000000E+000, 3.5605183E-002, 0.0000000E+000, 0.0000000E+000
 1.5720755E+002, 5.8505627E+002, 0.0000000E+000,-2.0098909E+002,-2.8244648E+002,-6.6241517E+001, 7.6116821E-002, 0.0000000E+000, 0.0000000E+000, 3.6031054E+001, 3.5455307E+001, 0.0000000E+000, 3.5691293E-002, 0.0000000E+000, 0.0000000E+000
 1.5751424E+002, 5.8793947E+002, 0.0000000E+000,-1.9409659E+002,-2.8855437E+002,-6.6222926E+001, 7.6974632E-002, 0.0000000E+000, 0.0000000E+000, 4.1287792E+001, 3.9142552E+001, 0.0000000E+000, 3.5786585E-002, 0.0000000E+000, 0.0000000E+000
 1.5782091E+002, 5.9761458E+002, 0.0000000E+000,-1.9938119E+002,-2.8673467E+002,-6.5292283E+001, 7.8507590E-002, 0.0000000E+000, 0.0000000E+000, 4.5188577E+001, 4.6284945E+001, 0.0000000E+000, 3.5884146E-002, 0.0000000E+000, 0.0000000E+000
 1.5812759E+002, 5.8918572E+002, 0.0000000E+000,-1.7412360E+002,-2.8704821E+002,-6.4631344E+001, 7.7815174E-002, 0.0000000E+000, 0.0000000E+000, 6.2852315E+001, 6.3460377E+001, 0.0000000E+000, 3.5969512E-002, 0.0000000E+000, 0.0000000E+000
 1.5840701E+002, 5.8447602E+002, 0.0000000E+000,-1.7566077E+002,-2.7949095E+002,-6.3842786E+001, 7.7514910E-002, 0.0000000E+000, 0.0000000E+000, 6.7645158E+001, 6.5559025E+001, 0.0000000E+000, 3.6061459E-002, 0.0000000E+000, 0.0000000E+000
 1.5873141E+002, 5.7652595E+002, 0.0000000E+000,-1.9287180E+002,-2.6847015E+002,-6.3173558E+001, 7.8224105E-002, 0.0000000E+000, 0.0000000E+000, 5.5428435E+001, 5.2088656E+001, 0.0000000E+000, 3.6154090E-002, 0.0000000E+000, 0.0000000E+000
 1.5902878E+002, 5.9057185E+002, 0.0000000E+000,-2.0615070E+002,-2.5755339E+002,-6.3530651E+001, 7.8791547E-002, 0.0000000E+000, 0.0000000E+000, 6.1693673E+001, 6.3415902E+001, 0.0000000E+000, 3.6250000E-002, 0.0000000E+000, 0.0000000E+000
 1.5931499E+002, 5.9697838E+002, 0.0000000E+000,-2.0134331E+002,-2.5385608E+002,-6.3828650E+001, 7.8961165E-002, 0.0000000E+000, 0.0000000E+000, 7.6884671E+001, 7.8029294E+001, 0.0000000E+000, 3.6341463E-002, 0.0000000E+000, 0.0000000E+000
 1.5960126E+002, 6.1129065E+002, 0.0000000E+000,-2.0765649E+002,-2.5303521E+002,-6.4335532E+001, 7.7490997E-002, 0.0000000E+000, 0.0000000E+000, 8.6022294E+001, 8.6340905E+001, 0.0000000E+000, 3.6425305E-002, 0.0000000E+000, 0.0000000E+000
 1.5991846E+002, 5.9387682E+002, 0.0000000E+000,-1.8921999E+002,-2.5331081E+002,-6.4609155E+001, 7.7310192E-002, 0.0000000E+000, 0.0000000E+000, 8.7806292E+001, 8.6814179E+001, 0.0000000E+000, 3.6516588E-002, 0.0000000E+000, 0.0000000E+000
 1.6020413E+002, 5.9385527E+002, 0.0000000E+000,-2.0612443E+002,-2.6091760E+002,-6.4034085E+001, 7.8515094E-002, 0.0000000E+000, 0.0000000E+000, 6.5595198E+001, 6.2857675E+001, 0.0000000E+000, 3.6608537E-002, 0.0000000E+000, 0.0000000E+000
 1.6050410E+002, 6.0044659E+002, 0.0000000E+000,-1.9829045E+002,-2.7405651E+002,-6.4063357E+001, 7.9011099E-002, 0.0000000E+000, 0.0000000E+000, 6.3908840E+001, 6.4115283E+001, 0.0000000E+000, 3.6698606E-002, 0.0000000E+000, 0.0000000E+000
 1.6083594E+002, 6.0276413E+002, 0.0000000E+000,-1.9920204E+002,-2.9082351E+002,-6.4091370E+001, 7.8316702E-002, 0.0000000E+000, 0.0000000E+000, 5.1105452E+001, 4.8725525E+001, 0.0000000E+000, 3.6793826E-002, 0.0000000E+000, 0.0000000E+000
 1.6110211E+002, 6.0515889E+002, 0.0000000E+000,-2.0201045E+002,-3.0656993E+002,-6.3918552E+001, 7.8430209E-002, 0.0000000E+000, 0.0000000E+000, 3.4256628E+001, 3.2738383E+001, 0.0000000E+000, 3.6890244E-002, 0.0000000E+000, 0.0000000E+000
 1.6140929E+002, 6.1322669E+002, 0.0000000E+000,-1.9731204E+002,-3.0654547E+002,-6.5474120E+001, 7.8508849E-002, 0.0000000E+000, 0.0000000E+000, 4.2968122E+001, 4.3973573E+001, 0.0000000E+000, 3.6973107E-002, 0.0000000E+000, 0.0000000E+000
 1.6170647E+002, 6.0761253E+002, 0.0000000E+000,-1.8351605E+002,-3.0514531E+002,-6.6244896E+001, 7.9038838E-002, 0.0000000E+000, 0.0000000E+000, 5.3527860E+001, 5.2785309E+001, 0.0000000E+000, 3.7066396E-002, 0.0000000E+000, 0.0000000E+000
 1.6200363E+002, 6.0136339E+002, 0.0000000E+000,-1.9888421E+002,-2.9695356E+002,-6.5827674E+001, 7.8780706E-002, 0.0000000E+000, 0.0000000E+000, 4.3470320E+001, 3.9776721E+001, 0.0000000E+000, 3.7154472E-002, 0.0000000E+000, 0.0000000E+000
 1.6230080E+002, 6.0691066E+002, 0.0000000E+000,-2.0401569E+002,-2.9222473E+002,-6.5742826E+001, 7.9860152E-002, 0.0000000E+000, 0.0000000E+000, 4.3743209E+001, 4.5007280E+001, 0.0000000E+000, 3.7247967E-002, 0.0000000E+000, 0.0000000E+000
 1.6262108E+002, 6.1103068E+002, 0.0000000E+000,-1.9850866E+002,-2.9040892E+002,-6.6847810E+001, 7.8794097E-002, 0.0000000E+000, 0.0000000E+000, 5.6648597E+001, 5.5344082E+001, 0.0000000E+000, 3.7342343E-002, 0.0000000E+000, 0.0000000E+000
 1.6292226E+002, 6.2692885E+002, 0.0000000E+000,-2.0520074E+002,-2.7989957E+002,-6.6969724E+001, 7.9620060E-002, 0.0000000E+000, 0.0000000E+000, 7.4077854E+001, 7.4938434E+001, 0.0000000E+000, 3.7433571E-002, 0.0000000E+000, 0.0000000E+000
 1.6321057E+002, 6.2219860E+002, 0.0000000E+000,-2.1338801E+002,-2.6857419E+002,-6.7784005E+001, 8.1244970E-002, 0.0000000E+000, 0.0000000E+000, 7.6692668E+001, 7.2533647E+001, 0.0000000E+000, 3.7524390E-002, 0.0000000E+000, 0.0000000E+000
 1.6352771E+002, 6.0944206E+002, 0.0000000E+000,-2.0065455E+002,-2.6318062E+002,-6.8735974E+001, 8.1033537E-002, 0.0000000E+000, 0.0000000E+000, 7.5862073E+001, 7.6951949E+001, 0.0000000E+000, 3.7617886E-002, 0.0000000E+000, 0.0000000E+000
 1.6383781E+002, 6.2183779E+002, 0.0000000E+000,-1.9296446E+002,-2.6012875E+002,-6.8739580E+001, 8.0839921E-002, 0.0000000E+000, 0.0000000E+000, 1.0161180E+002, 1.0008584E+002, 0.0000000E+000, 3.7713415E-002, 0.0000000E+000, 0.0000000E+000
 1.6411937E+002, 6.3158480E+002, 0.0000000E+000,-2.0177306E+002,-2.6465702E+002,-6.8610704E+001, 8.1754712E-002, 0.0000000E+000, 0.0000000E+000, 9.9296883E+001, 9.6625775E+001, 0.0000000E+000, 3.7804827E-002, 0.0000000E+000, 0.0000000E+000
 1.6441620E+002, 6.3085080E+002, 0.0000000E+000,-1.9550198E+002,-2.7314403E+002,-6.9202838E+001, 8.2485958E-002, 0.0000000E+000, 0.0000000E+000, 9.7314856E+001, 9.3084439E+001, 0.0000000E+000, 3.7891748E-002, 0.0000000E+000, 0.0000000E+000
 1.6471037E+002, 6.0529099E+002, 0.0000000E+000,-2.0086157E+002,-2.6967466E+002,-6.9845109E+001, 8.3508850E-002, 0.0000000E+000, 0.0000000E+000, 7.0711353E+001, 6.4993160E+001, 0.0000000E+000, 3.7981229E-002, 0.0000000E+000, 0.0000000E+000
 1.6502443E+002, 6.1182438E+002, 0.0000000E+000,-1.9559884E+002,-2.6704935E+002,-6.9164999E+001, 8.3049392E-002, 0.0000000E+000, 0.0000000E+000, 7.9823377E+001, 8.0094243E+001, 0.0000000E+000, 3.8075881E-002, 0.0000000E+000, 0.0000000E+000
 1.6530360E+002, 6.1601723E+002, 0.0000000E+000,-2.0460799E+002,-2.7412420E+002,-6.8002321E+001, 8.1977471E-002, 0.0000000E+000, 0.0000000E+000, 7.3749671E+001, 6.9364696E+001, 0.0000000E+000, 3.8164634E-002, 0.0000000E+000, 0.0000000E+000
 1.6561911E+002, 6.2258103E+002, 0.0000000E+000,-2.0633257E+002,-2.8598791E+002,-6.7358020E+001, 8.0505107E-002, 0.0000000E+000, 0.0000000E+000, 6.3907002E+001, 6.2983027E+001, 0.0000000E+000, 3.8254318E-002, 0.0000000E+000, 0.0000000E+000
 1.6591530E+002, 6.2879572E+002, 0.0000000E+000,-1.9926467E+002,-2.9649939E+002,-6.7989129E+001, 8.3224990E-002, 0.0000000E+000, 0.0000000E+000, 6.8015027E+001, 6.5125752E+001, 0.0000000E+000, 3.8347882E-002, 0.0000000E+000, 0.0000000E+000
 1.6622397E+002, 6.3356236E+002, 0.0000000E+000,-2.0923624E+002,-3.0465400E+002,-6.7635219E+001, 8.2768040E-002, 0.0000000E+000, 0.0000000E+000, 5.3629316E+001, 5.2119664E+001, 0.0000000E+000, 3.8441734E-002, 0.0000000E+000, 0.0000000E+000
 1.6653262E+002, 6.3200323E+002, 0.0000000E+000,-2.0450198E+002,-3.1466097E+002,-6.7363630E+001, 8.3242097E-002, 0.0000000E+000, 0.0000000E+000, 4.7044271E+001, 4.5559896E+001, 0.0000000E+000, 3.8533875E-002, 0.0000000E+000, 0.0000000E+000
 1.6680699E+002, 6.3166972E+002, 0.0000000E+000,-2.0452829E+002,-3.2408867E+002,-6.7566071E+001, 8.4022250E-002, 0.0000000E+000, 0.0000000E+000, 3.7569378E+001, 3.5570714E+001, 0.0000000E+000, 3.8623476E-002, 0.0000000E+000, 0.0000000E+000
 1.6712561E+002, 6.4063898E+002, 0.0000000E+000,-2.0918060E+002,-3.3225651E+002,-6.7692213E+001, 8.3115196E-002, 0.0000000E+000, 0.0000000E+000, 3.1990471E+001, 3.1592779E+001, 0.0000000E+000, 3.8713914E-002, 0.0000000E+000, 0.0000000E+000
 1.6741840E+002, 6.3115962E+002, 0.0000000E+000,-1.9979804E+002,-3.3358110E+002,-6.7944217E+001, 8.2674856E-002, 0.0000000E+000, 0.0000000E+000, 3.1920335E+001, 2.9918945E+001, 0.0000000E+000, 3.8809451E-002, 0.0000000E+000, 0.0000000E+000
 1.6771863E+002, 6.4266460E+002, 0.0000000E+000,-2.1201626E+002,-3.2892589E+002,-6.7899749E+001, 8.2721702E-002, 0.0000000E+000, 0.0000000E+000, 3.6162751E+001, 3.3905417E+001, 0.0000000E+000, 3.8897303E-002, 0.0000000E+000, 0.0000000E+000
 1.6801054E+002, 6.3171465E+002, 0.0000000E+000,-2.2071488E+002,-3.2210381E+002,-6.8636961E+001, 8.3402894E-002, 0.0000000E+000, 0.0000000E+000, 2.1875901E+001, 2.0342407E+001, 0.0000000E+000, 3.8987805E-002, 0.0000000E+000, 0.0000000E+000
 1.6830244E+002, 6.4328552E+002, 0.0000000E+000,-2.0488122E+002,-3.1988071E+002,-6.9525325E+001, 8.3854093E-002, 0.0000000E+000, 0.0000000E+000, 4.7682507E+001, 4.9082116E+001, 0.0000000E+000, 3.9078591E-002, 0.0000000E+000, 0.0000000E+000
 1.6862030E+002, 6.5126928E+002, 0.0000000E+000,-1.9916415E+002,-3.1966059E+002,-6.9881230E+001, 8.4343711E-002, 0.0000000E+000, 0.0000000E+000, 6.2847674E+001, 6.2647659E+001, 0.0000000E+000, 3.9171229E-002, 0.0000000E+000, 0.0000000E+000
 1.6891942E+002, 6.4111680E+002, 0.0000000E+000,-2.0018808E+002,-3.1609807E+002,-6.8079738E+001, 8.3656315E-002, 0.0000000E+000, 0.0000000E+000, 5.9843070E+001, 5.6834568E+001, 0.0000000E+000, 3.9263032E-002, 0.0000000E+000, 0.0000000E+000
 1.6921696E+002, 6.3711006E+002, 0.0000000E+000,-2.0616003E+002,-3.1010973E+002,-6.6611608E+001, 8.4167722E-002, 0.0000000E+000, 0.0000000E+000, 5.5532036E+001, 5.4312866E+001, 0.0000000E+000, 3.9354432E-002, 0.0000000E+000, 0.0000000E+000
 1.6952878E+002, 6.4782140E+002, 0.0000000E+000,-2.0633891E+002,-3.0899409E+002,-6.6370057E+001, 8.3104369E-002, 0.0000000E+000, 0.0000000E+000, 6.6644841E+001, 6.6201442E+001, 0.0000000E+000, 3.9447864E-002, 0.0000000E+000, 0.0000000E+000
 1.6981158E+002, 6.5044936E+002, 0.0000000E+000,-2.1481568E+002,-3.0902654E+002,-6.7028412E+001, 8.3532446E-002, 0.0000000E+000, 0.0000000E+000, 6.0959234E+001, 5.9662268E+001, 0.0000000E+000, 3.9539024E-002, 0.0000000E+000, 0.0000000E+000
 1.7010437E+002, 6.3651949E+002, 0.0000000E+000,-1.8865639E+002,-3.0530408E+002,-6.6879606E+001, 8.4431427E-002, 0.0000000E+000, 0.0000000E+000, 7.6751008E+001, 7.5763844E+001, 0.0000000E+000, 3.9628049E-002, 0.0000000E+000, 0.0000000E+000
 1.7041702E+002, 6.6354065E+002, 0.0000000E+000,-2.1436216E+002,-2.9716984E+002,-6.6773609E+001, 8.5200057E-002, 0.0000000E+000, 0.0000000E+000, 8.5485329E+001, 8.5320237E+001, 0.0000000E+000, 3.9718822E-002, 0.0000000E+000, 0.0000000E+000
 1.7073250E+002, 6.6411504E+002, 0.0000000E+000,-2.2066152E+002,-2.8750611E+002,-6.8008185E+001, 8.6479976E-002, 0.0000000E+000, 0.0000000E+000, 8.8640844E+001, 8.8025701E+001, 0.0000000E+000, 3.9814205E-002, 0.0000000E+000, 0.0000000E+000
 1.7100664E+002, 6.5970926E+002, 0.0000000E+000,-2.1023884E+002,-2.9744273E+002,-6.9274194E+001, 8.4959800E-002, 0.0000000E+000, 0.0000000E+000, 8.5173703E+001, 8.2838456E+001, 0.0000000E+000, 3.9903963E-002, 0.0000000E+000, 0.0000000E+000
 1.7131505E+002, 6.6358346E+002, 0.0000000E+000,-2.1137627E+002,-3.1640388E+002,-6.9509465E+001, 8.5123654E-002, 0.0000000E+000, 0.0000000E+000, 6.9016006E+001, 6.6378968E+001, 0.0000000E+000, 3.9993225E-002, 0.0000000E+000, 0.0000000E+000
 1.7162346E+002, 6.3810603E+002, 0.0000000E+000,-2.1443470E+002,-3.2316284E+002,-6.9051243E+001, 8.5817209E-002, 0.0000000E+000, 0.0000000E+000, 3.4227344E+001, 3.1543062E+001, 0.0000000E+000, 4.0088076E-002, 0.0000000E+000, 0.0000000E+000
 1.7193529E+002, 6.4224538E+002, 0.0000000E+000,-2.0638563E+002,-3.2867324E+002,-7.0260271E+001, 8.6511241E-002, 0.0000000E+000, 0.0000000E+000, 3.7301412E+001, 3.7012754E+001, 0.0000000E+000, 4.0180649E-002, 0.0000000E+000, 0.0000000E+000
 1.7221964E+002, 6.5276144E+002, 0.0000000E+000,-2.1543537E+002,-3.2801433E+002,-7.1240743E+001, 8.5103709E-002, 0.0000000E+000, 0.0000000E+000, 3.7742147E+001, 3.8156108E+001, 0.0000000E+000, 4.0272868E-002, 0.0000000E+000, 0.0000000E+000
 1.7250409E+002, 6.6264415E+002, 0.0000000E+000,-2.1449618E+002,-3.3042437E+002,-7.1299408E+001, 8.4185559E-002, 0.0000000E+000, 0.0000000E+000, 4.7936259E+001, 4.6508375E+001, 0.0000000E+000, 4.0359756E-002, 0.0000000E+000, 0.0000000E+000
 1.7280281E+002, 6.5590626E+002, 0.0000000E+000,-2.2295443E+002,-3.2320565E+002,-7.1942079E+001, 8.4894239E-002, 0.0000000E+000, 0.0000000E+000, 4.1131771E+001, 3.7889001E+001, 0.0000000E+000, 4.0446926E-002, 0.0000000E+000, 0.0000000E+000
 1.7313147E+002, 6.7092637E+002, 0.0000000E+000,-2.1903646E+002,-3.2044308E+002,-7.2997840E+001, 8.5661165E-002, 0.0000000E+000, 0.0000000E+000, 5.5892100E+001, 5.8534650E+001, 0.0000000E+000, 4.0543902E-002, 0.0000000E+000, 0.0000000E+000
 1.7342213E+002, 6.7100003E+002, 0.0000000E+000,-2.2445387E+002,-3.1490503E+002,-7.3615837E+001, 8.5766449E-002, 0.0000000E+000, 0.0000000E+000, 6.0976017E+001, 5.8111057E+001, 0.0000000E+000, 4.0639633E-002, 0.0000000E+000, 0.0000000E+000
 1.7372307E+002, 6.5881853E+002, 0.0000000E+000,-2.1744099E+002,-3.0501408E+002,-7.2864679E+001, 8.5665874E-002, 0.0000000E+000, 0.0000000E+000, 6.6120922E+001, 6.3584446E+001, 0.0000000E+000, 4.0727642E-002, 0.0000000E+000, 0.0000000E+000
 1.7402400E+002, 6.5629336E+002, 0.0000000E+000,-2.2719265E+002,-3.1050451E+002,-7.2440728E+001, 8.6912032E-002, 0.0000000E+000, 0.0000000E+000, 5.0251670E+001, 4.6242388E+001, 0.0000000E+000, 4.0821138E-002, 0.0000000E+000, 0.0000000E+000
 1.7431155E+002, 6.8289934E+002, 0.0000000E+000,-2.3696916E+002,-3.1075080E+002,-7.2325773E+001, 8.7300905E-002, 0.0000000E+000, 0.0000000E+000, 5.8799217E+001, 6.2940917E+001, 0.0000000E+000, 4.0909387E-002, 0.0000000E+000, 0.0000000E+000
 1.7460164E+002, 6.8735921E+002, 0.0000000E+000,-2.2669604E+002,-3.1102068E+002,-7.3244113E+001, 8.7468081E-002, 0.0000000E+000, 0.0000000E+000, 7.7029179E+001, 7.6485844E+001, 0.0000000E+000, 4.0997930E-002, 0.0000000E+000, 0.0000000E+000
 1.7492789E+002, 6.7160697E+002, 0.0000000E+000,-2.2206350E+002,-3.2261542E+002,-7.3566850E+001, 8.4568071E-002, 0.0000000E+000, 0.0000000E+000, 5.6348999E+001, 5.3445762E+001, 0.0000000E+000, 4.1091463E-002, 0.0000000E+000, 0.0000000E+000
 1.7520192E+002, 6.5636528E+002, 0.0000000E+000,-2.2403969E+002,-3.2320447E+002,-7.5035738E+001, 8.4999587E-002, 0.0000000E+000, 0.0000000E+000, 3.7218145E+001, 3.4170386E+001, 0.0000000E+000, 4.1182346E-002, 0.0000000E+000, 0.0000000E+000
 1.7552089E+002, 6.4875168E+002, 0.0000000E+000,-2.0679143E+002,-3.1325375E+002,-7.5989549E+001, 8.6151830E-002, 0.0000000E+000, 0.0000000E+000, 5.3228260E+001, 5.2803099E+001, 0.0000000E+000, 4.1273151E-002, 0.0000000E+000, 0.0000000E+000
 1.7583209E+002, 6.9288958E+002, 0.0000000E+000,-2.4899618E+002,-3.1189791E+002,-7.5181775E+001, 8.7309978E-002, 0.0000000E+000, 0.0000000E+000, 5.6408421E+001, 5.6901026E+001, 0.0000000E+000, 4.1370687E-002, 0.0000000E+000, 0.0000000E+000
 1.7611168E+002, 6.9478161E+002, 0.0000000E+000,-2.3114753E+002,-3.1837258E+002,-7.4375543E+001, 8.5871255E-002, 0.0000000E+000, 0.0000000E+000, 7.2790141E+001, 7.0971832E+001, 0.0000000E+000, 4.1461184E-002, 0.0000000E+000, 0.0000000E+000
 1.7641173E+002, 6.8437591E+002, 0.0000000E+000,-2.2799989E+002,-3.2572708E+002,-7.3908444E+001, 8.6241443E-002, 0.0000000E+000, 0.0000000E+000, 5.7713731E+001, 5.6826738E+001, 0.0000000E+000, 4.1548780E-002, 0.0000000E+000, 0.0000000E+000
 1.7670587E+002, 6.7617254E+002, 0.0000000E+000,-2.2134025E+002,-3.3098697E+002,-7.4301968E+001, 8.7166100E-002, 0.0000000E+000, 0.0000000E+000, 5.2520116E+001, 4.9630515E+001, 0.0000000E+000, 4.1639389E-002, 0.0000000E+000, 0.0000000E+000
 1.7702200E+002, 6.7660297E+002, 0.0000000E+000,-2.3747512E+002,-3.5990212E+002,-7.4673751E+001, 8.8483951E-002, 0.0000000E+000, 0.0000000E+000, 7.4436153E+000, 4.6404698E+000, 0.0000000E+000, 4.1731707E-002, 0.0000000E+000, 0.0000000E+000
 1.7730653E+002, 7.0484797E+002, 0.0000000E+000,-2.3435659E+002,-3.7266125E+002,-7.5223298E+001, 8.7714267E-002, 0.0000000E+000, 0.0000000E+000, 2.2002317E+001, 2.2694549E+001, 0.0000000E+000, 4.1823848E-002, 0.0000000E+000, 0.0000000E+000
 1.7762267E+002, 6.9891173E+002, 0.0000000E+000,-2.0818804E+002,-3.8043182E+002,-7.5100817E+001, 8.9157225E-002, 0.0000000E+000, 0.0000000E+000, 3.3353943E+001, 3.5280206E+001, 0.0000000E+000, 4.1914634E-002, 0.0000000E+000, 0.0000000E+000
 1.7790718E+002, 6.8260804E+002, 0.0000000E+000,-2.0138186E+002,-3.7162068E+002,-7.3688426E+001, 8.9922311E-002, 0.0000000E+000, 0.0000000E+000, 4.0389147E+001, 3.6007000E+001, 0.0000000E+000, 4.2006775E-002, 0.0000000E+000, 0.0000000E+000
 1.7822647E+002, 6.7522244E+002, 0.0000000E+000,-2.2089912E+002,-3.5941105E+002,-7.4192535E+001, 9.0519788E-002, 0.0000000E+000, 0.0000000E+000, 2.3977768E+001, 2.0810256E+001, 0.0000000E+000, 4.2098044E-002, 0.0000000E+000, 0.0000000E+000
 1.7852901E+002, 6.7617256E+002, 0.0000000E+000,-2.1479959E+002,-3.4517804E+002,-7.4957706E+001, 8.8937676E-002, 0.0000000E+000, 0.0000000E+000, 4.0388425E+001, 4.1326160E+001, 0.0000000E+000, 4.2190917E-002, 0.0000000E+000, 0.0000000E+000
 1.7882462E+002, 7.0481400E+002, 0.0000000E+000,-2.3711655E+002,-3.3292796E+002,-7.4300875E+001, 8.7259924E-002, 0.0000000E+000, 0.0000000E+000, 5.8482234E+001, 6.0555881E+001, 0.0000000E+000, 4.2285297E-002, 0.0000000E+000, 0.0000000E+000
 1.7912204E+002, 7.0736794E+002, 0.0000000E+000,-2.3625024E+002,-3.2967429E+002,-7.4075380E+001, 8.7199648E-002, 0.0000000E+000, 0.0000000E+000, 6.8242825E+001, 6.7455231E+001, 0.0000000E+000, 4.2373984E-002, 0.0000000E+000, 0.0000000E+000
 1.7941946E+002, 6.9240838E+002, 0.0000000E+000,-2.3108631E+002,-3.3008763E+002,-7.6142329E+001, 9.0037184E-002, 0.0000000E+000, 0.0000000E+000, 5.8825109E+001, 5.5182150E+001, 0.0000000E+000, 4.2466125E-002, 0.0000000E+000, 0.0000000E+000
 1.7972350E+002, 6.9322840E+002, 0.0000000E+000,-2.3126386E+002,-3.2865149E+002,-7.8057618E+001, 9.1323870E-002, 0.0000000E+000, 0.0000000E+000, 5.6405964E+001, 5.5346749E+001, 0.0000000E+000, 4.2556336E-002, 0.0000000E+000, 0.0000000E+000
 1.8001431E+002, 6.9964060E+002, 0.0000000E+000,-2.2713962E+002,-3.2162850E+002,-7.7570397E+001, 9.1990532E-002, 0.0000000E+000, 0.0000000E+000, 6.9977159E+001, 7.3394074E+001, 0.0000000E+000, 4.2649390E-002, 0.0000000E+000, 0.0000000E+000
 1.8030948E+002, 6.9930918E+002, 0.0000000E+000,-2.2873640E+002,-3.2824544E+002,-7.5993003E+001, 9.0253186E-002, 0.0000000E+000, 0.0000000E+000, 7.2641417E+001, 6.6424596E+001, 0.0000000E+000, 4.2736783E-002, 0.0000000E+000, 0.0000000E+000
 1.8060408E+002, 6.9826089E+002, 0.0000000E+000,-2.2859979E+002,-3.4469541E+002,-7.5094615E+001, 8.9023431E-002, 0.0000000E+000, 0.0000000E+000, 5.2418700E+001, 4.9960103E+001, 0.0000000E+000, 4.2826794E-002, 0.0000000E+000, 0.0000000E+000
 1.8091264E+002, 7.0343254E+002, 0.0000000E+000,-2.3679741E+002,-3.5536748E+002,-7.6612622E+001, 9.0143488E-002, 0.0000000E+000, 0.0000000E+000, 3.7005168E+001, 3.4745172E+001, 0.0000000E+000, 4.2919069E-002, 0.0000000E+000, 0.0000000E+000
 1.8120155E+002, 7.1032031E+002, 0.0000000E+000,-2.2394248E+002,-3.7629908E+002,-7.9156050E+001, 9.0049273E-002, 0.0000000E+000, 0.0000000E+000, 3.1523480E+001, 3.1012753E+001, 0.0000000E+000, 4.3009354E-002, 0.0000000E+000, 0.0000000E+000
 1.8151012E+002, 7.0477196E+002, 0.0000000E+000,-2.3303594E+002,-3.6722742E+002,-7.8290874E+001, 9.1193644E-002, 0.0000000E+000, 0.0000000E+000, 2.8126250E+001, 2.6308911E+001, 0.0000000E+000, 4.3101220E-002, 0.0000000E+000, 0.0000000E+000
 1.8182477E+002, 7.1050873E+002, 0.0000000E+000,-2.4632494E+002,-3.3188151E+002,-7.8783923E+001, 9.1262405E-002, 0.0000000E+000, 0.0000000E+000, 5.3106615E+001, 5.3609610E+001, 0.0000000E+000, 4.3196315E-002, 0.0000000E+000, 0.0000000E+000
 1.8211516E+002, 7.1265793E+002, 0.0000000E+000,-2.3767272E+002,-3.0657548E+002,-8.1330207E+001, 9.1428359E-002, 0.0000000E+000, 0.0000000E+000, 8.7433495E+001, 8.7170958E+001, 0.0000000E+000, 4.3288661E-002, 0.0000000E+000, 0.0000000E+000
