s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CABLE_FUEL,MLR_PRODUCTS,MLR_HYDROGEN CYANIDE
 9.9921745E+001, 2.8514400E+002, 0.0000000E+000,-1.0011785E+002,-9.4978290E+001,-2.8876892E+001, 4.0623899E-002, 0.0000000E+000, 0.0000000E+000, 6.0945510E+001, 6.1211595E+001, 0.0000000E+000, 1.7821138E-002, 0.0000000E+000, 0.0000000E+000
 1.0022554E+002, 2.9081942E+002, 0.0000000E+000,-9.8144318E+001,-9.3818826E+001,-2.8618227E+001, 4.0505624E-002, 0.0000000E+000, 0.0000000E+000, 6.9532843E+001, 7.0278550E+001, 0.0000000E+000, 1.7918699E-002, 0.0000000E+000, 0.0000000E+000
 1.0053284E+002, 2.9264853E+002, 0.0000000E+000,-9.7256803E+001,-9.2071126E+001,-2.8440456E+001, 4.0234982E-002, 0.0000000E+000, 0.0000000E+000, 7.4567808E+001, 7.4920378E+001, 0.0000000E+000, 1.8018272E-002, 0.0000000E+000, 0.0000000E+000
 1.0080608E+002, 2.9684826E+002, 0.0000000E+000,-9.4831099E+001,-9.0233054E+001,-2.8381815E+001, 4.0384742E-002, 0.0000000E+000, 0.0000000E+000, 8.1756601E+001, 8.3442680E+001, 0.0000000E+000, 1.8112514E-002, 0.0000000E+000, 0.0000000E+000
 1.0112924E+002, 3.0002526E+002, 0.0000000E+000,-9.0511480E+001,-8.9963331E+001,-2.8936687E+001, 4.0470838E-002, 0.0000000E+000, 0.0000000E+000, 9.0529502E+001, 9.0654234E+001, 0.0000000E+000, 1.8203499E-002, 0.0000000E+000, 0.0000000E+000
 1.0141201E+002, 2.9715251E+002, 0.0000000E+000,-9.3423562E+001,-9.2605936E+001,-2.9847276E+001, 4.0558011E-002, 0.0000000E+000, 0.0000000E+000, 8.3568130E+001, 8.1316298E+001, 0.0000000E+000, 1.8303916E-002, 0.0000000E+000, 0.0000000E+000
 1.0173965E+002, 2.9777547E+002, 0.0000000E+000,-9.6566574E+001,-1.0066930E+002,-3.0505083E+001, 4.0580116E-002, 0.0000000E+000, 0.0000000E+000, 7.0072663E+001, 7.0075087E+001, 0.0000000E+000, 1.8404646E-002, 0.0000000E+000, 0.0000000E+000
 1.0203212E+002, 3.0334080E+002, 0.0000000E+000,-9.4950599E+001,-1.0680377E+002,-3.1053930E+001, 4.1263032E-002, 0.0000000E+000, 0.0000000E+000, 7.0750421E+001, 7.0573767E+001, 0.0000000E+000, 1.8510569E-002, 0.0000000E+000, 0.0000000E+000
 1.0230788E+002, 3.0534140E+002, 0.0000000E+000,-9.6701957E+001,-1.0617390E+002,-3.1258374E+001, 4.1857222E-002, 0.0000000E+000, 0.0000000E+000, 7.0667464E+001, 7.1249035E+001, 0.0000000E+000, 1.8599458E-002, 0.0000000E+000, 0.0000000E+000
 1.0262959E+002, 3.0800150E+002, 0.0000000E+000,-9.6690636E+001,-1.0137177E+002,-3.1044353E+001, 4.1811234E-002, 0.0000000E+000, 0.0000000E+000, 7.9014194E+001, 7.8936556E+001, 0.0000000E+000, 1.8696400E-002, 0.0000000E+000, 0.0000000E+000
 1.0290404E+002, 3.0850016E+002, 0.0000000E+000,-9.1216101E+001,-9.5848965E+001,-3.0557204E+001, 4.1770753E-002, 0.0000000E+000, 0.0000000E+000, 8.9568773E+001, 9.0919661E+001, 0.0000000E+000, 1.8795628E-002, 0.0000000E+000, 0.0000000E+000
 1.0322392E+002, 3.0732906E+002, 0.0000000E+000,-9.3617805E+001,-9.2399171E+001,-3.0468125E+001, 4.2049112E-002, 0.0000000E+000, 0.0000000E+000, 9.2536358E+001, 9.0886011E+001, 0.0000000E+000, 1.8890747E-002, 0.0000000E+000, 0.0000000E+000
 1.0351714E+002, 3.0790069E+002, 0.0000000E+000,-9.7826283E+001,-9.4708281E+001,-3.0935090E+001, 4.2356019E-002, 0.0000000E+000, 0.0000000E+000, 8.5083832E+001, 8.4473390E+001, 0.0000000E+000, 1.8991870E-002, 0.0000000E+000, 0.0000000E+000
 1.0381455E+002, 3.1079456E+002, 0.0000000E+000,-9.6550111E+001,-1.0330876E+002,-3.1609979E+001, 4.2527678E-002, 0.0000000E+000, 0.0000000E+000, 8.0380170E+001, 7.9368238E+001, 0.0000000E+000, 1.9083476E-002, 0.0000000E+000, 0.0000000E+000
 1.0413709E+002, 3.1340646E+002, 0.0000000E+000,-9.8742255E+001,-1.1241414E+002,-3.1741558E+001, 4.1789772E-002, 0.0000000E+000, 0.0000000E+000, 7.0973814E+001, 7.0550296E+001, 0.0000000E+000, 1.9186992E-002, 0.0000000E+000, 0.0000000E+000
 1.0440874E+002, 3.1782727E+002, 0.0000000E+000,-1.0225075E+002,-1.1492765E+002,-3.1395509E+001, 4.2236475E-002, 0.0000000E+000, 0.0000000E+000, 7.0020525E+001, 6.9295596E+001, 0.0000000E+000, 1.9283976E-002, 0.0000000E+000, 0.0000000E+000
 1.0473881E+002, 3.1822965E+002, 0.0000000E+000,-1.0286927E+002,-1.1762947E+002,-3.1265626E+001, 4.3082175E-002, 0.0000000E+000, 0.0000000E+000, 6.6760001E+001, 6.6508362E+001, 0.0000000E+000, 1.9375610E-002, 0.0000000E+000, 0.0000000E+000
 1.0503587E+002, 3.1604540E+002, 0.0000000E+000,-9.6363160E+001,-1.1907175E+002,-3.1533918E+001, 4.2956198E-002, 0.0000000E+000, 0.0000000E+000, 6.9235125E+001, 6.9119527E+001, 0.0000000E+000, 1.9487082E-002, 0.0000000E+000, 0.0000000E+000
 1.0530817E+002, 3.2027311E+002, 0.0000000E+000,-9.6961899E+001,-1.1784385E+002,-3.2009342E+001, 4.3685994E-002, 0.0000000E+000, 0.0000000E+000, 7.2032246E+001, 7.3501704E+001, 0.0000000E+000, 1.9575068E-002, 0.0000000E+000, 0.0000000E+000
 1.0564198E+002, 3.2663479E+002, 0.0000000E+000,-1.0146492E+002,-1.1565012E+002,-3.2175371E+001, 4.3278408E-002, 0.0000000E+000, 0.0000000E+000, 7.9774144E+001, 7.7387654E+001, 0.0000000E+000, 1.9674246E-002, 0.0000000E+000, 0.0000000E+000
 1.0591023E+002, 3.1791915E+002, 0.0000000E+000,-1.0720125E+002,-1.1420657E+002,-3.2070532E+001, 4.3358880E-002, 0.0000000E+000, 0.0000000E+000, 6.5602847E+001, 6.4484157E+001, 0.0000000E+000, 1.9772358E-002, 0.0000000E+000, 0.0000000E+000
 1.0620051E+002, 3.2527695E+002, 0.0000000E+000,-1.0592236E+002,-1.1152931E+002,-3.2080372E+001, 4.2946359E-002, 0.0000000E+000, 0.0000000E+000, 7.3992506E+001, 7.5787848E+001, 0.0000000E+000, 1.9862398E-002, 0.0000000E+000, 0.0000000E+000
 1.0654198E+002, 3.2373975E+002, 0.0000000E+000,-1.0271057E+002,-1.0974769E+002,-3.3069902E+001, 4.3538282E-002, 0.0000000E+000, 0.0000000E+000, 8.0029513E+001, 7.8255133E+001, 0.0000000E+000, 1.9963807E-002, 0.0000000E+000, 0.0000000E+000
 1.0682921E+002, 3.2666502E+002, 0.0000000E+000,-1.0614113E+002,-1.1073297E+002,-3.3640385E+001, 4.3219572E-002, 0.0000000E+000, 0.0000000E+000, 7.6414004E+001, 7.6193752E+001, 0.0000000E+000, 2.0069944E-002, 0.0000000E+000, 0.0000000E+000
 1.0714097E+002, 3.3809414E+002, 0.0000000E+000,-1.0381356E+002,-1.1576350E+002,-3.3809277E+001, 4.4458049E-002, 0.0000000E+000, 0.0000000E+000, 8.3227558E+001, 8.4752262E+001, 0.0000000E+000, 2.0162549E-002, 0.0000000E+000, 0.0000000E+000
 1.0743136E+002, 3.3081376E+002, 0.0000000E+000,-1.0237847E+002,-1.2671897E+002,-3.3956784E+001, 4.4969448E-002, 0.0000000E+000, 0.0000000E+000, 7.2477881E+001, 6.7804508E+001, 0.0000000E+000, 2.0266667E-002, 0.0000000E+000, 0.0000000E+000
 1.0772720E+002, 3.2983707E+002, 0.0000000E+000,-1.0189120E+002,-1.3710076E+002,-3.3806813E+001, 4.4542008E-002, 0.0000000E+000, 0.0000000E+000, 5.7378258E+001, 5.7082842E+001, 0.0000000E+000, 2.0356098E-002, 0.0000000E+000, 0.0000000E+000
 1.0803783E+002, 3.3073434E+002, 0.0000000E+000,-1.0441871E+002,-1.4113452E+002,-3.3932620E+001, 4.5018295E-002, 0.0000000E+000, 0.0000000E+000, 5.2144300E+001, 5.1293509E+001, 0.0000000E+000, 2.0456523E-002, 0.0000000E+000, 0.0000000E+000
 1.0830264E+002, 3.3400786E+002, 0.0000000E+000,-1.0999061E+002,-1.4033778E+002,-3.4081664E+001, 4.4970130E-002, 0.0000000E+000, 0.0000000E+000, 5.0511922E+001, 4.9642771E+001, 0.0000000E+000, 2.0550108E-002, 0.0000000E+000, 0.0000000E+000
 1.0863602E+002, 3.3824548E+002, 0.0000000E+000,-1.0928365E+002,-1.4561387E+002,-3.3770877E+001, 4.5794798E-002, 0.0000000E+000, 0.0000000E+000, 4.9365519E+001, 4.9622880E+001, 0.0000000E+000, 2.0648140E-002, 0.0000000E+000, 0.0000000E+000
 1.0892735E+002, 3.4202089E+002, 0.0000000E+000,-1.0799282E+002,-1.5402818E+002,-3.3786002E+001, 4.5576031E-002, 0.0000000E+000, 0.0000000E+000, 4.6922507E+001, 4.6259467E+001, 0.0000000E+000, 2.0746704E-002, 0.0000000E+000, 0.0000000E+000
 1.0923875E+002, 3.4260857E+002, 0.0000000E+000,-1.0623402E+002,-1.5386518E+002,-3.4095097E+001, 4.5065280E-002, 0.0000000E+000, 0.0000000E+000, 4.9193457E+001, 4.8459344E+001, 0.0000000E+000, 2.0845528E-002, 0.0000000E+000, 0.0000000E+000
 1.0951901E+002, 3.3921111E+002, 0.0000000E+000,-1.1087763E+002,-1.5194700E+002,-3.4683399E+001, 4.4805913E-002, 0.0000000E+000, 0.0000000E+000, 4.3598735E+001, 4.1747894E+001, 0.0000000E+000, 2.0943993E-002, 0.0000000E+000, 0.0000000E+000
 1.0981873E+002, 3.4278260E+002, 0.0000000E+000,-1.1245575E+002,-1.4946410E+002,-3.5039488E+001, 4.5483989E-002, 0.0000000E+000, 0.0000000E+000, 4.4815161E+001, 4.5868740E+001, 0.0000000E+000, 2.1034146E-002, 0.0000000E+000, 0.0000000E+000
 1.1011846E+002, 3.4736231E+002, 0.0000000E+000,-1.0379234E+002,-1.5002201E+002,-3.4806896E+001, 4.6336548E-002, 0.0000000E+000, 0.0000000E+000, 5.8055986E+001, 5.8787412E+001, 0.0000000E+000, 2.1138211E-002, 0.0000000E+000, 0.0000000E+000
 1.1041348E+002, 3.4784667E+002, 0.0000000E+000,-1.0437443E+002,-1.4958509E+002,-3.4773187E+001, 4.6707305E-002, 0.0000000E+000, 0.0000000E+000, 5.9751393E+001, 5.9160665E+001, 0.0000000E+000, 2.1228646E-002, 0.0000000E+000, 0.0000000E+000
 1.1073782E+002, 3.4706816E+002, 0.0000000E+000,-1.0719044E+002,-1.4392466E+002,-3.4984117E+001, 4.6814398E-002, 0.0000000E+000, 0.0000000E+000, 6.1586767E+001, 6.1015762E+001, 0.0000000E+000, 2.1328641E-002, 0.0000000E+000, 0.0000000E+000
 1.1101452E+002, 3.4845650E+002, 0.0000000E+000,-1.0659498E+002,-1.3545559E+002,-3.5307438E+001, 4.7187634E-002, 0.0000000E+000, 0.0000000E+000, 7.0673784E+001, 7.1145687E+001, 0.0000000E+000, 2.1430894E-002, 0.0000000E+000, 0.0000000E+000
 1.1133733E+002, 3.5042275E+002, 0.0000000E+000,-1.1078578E+002,-1.3108680E+002,-3.5450868E+001, 4.6850469E-002, 0.0000000E+000, 0.0000000E+000, 7.4579941E+001, 7.3146141E+001, 0.0000000E+000, 2.1528455E-002, 0.0000000E+000, 0.0000000E+000
 1.1161403E+002, 3.5301983E+002, 0.0000000E+000,-1.1627280E+002,-1.3667045E+002,-3.5343791E+001, 4.7246068E-002, 0.0000000E+000, 0.0000000E+000, 6.6480247E+001, 6.4780026E+001, 0.0000000E+000, 2.1626016E-002, 0.0000000E+000, 0.0000000E+000
 1.1192632E+002, 3.5758407E+002, 0.0000000E+000,-1.1491279E+002,-1.4215956E+002,-3.5300570E+001, 4.7972771E-002, 0.0000000E+000, 0.0000000E+000, 6.4955442E+001, 6.5259120E+001, 0.0000000E+000, 2.1722481E-002, 0.0000000E+000, 0.0000000E+000
 1.1221229E+002, 3.5759545E+002, 0.0000000E+000,-1.1673112E+002,-1.4528180E+002,-3.5650655E+001, 4.8011347E-002, 0.0000000E+000, 0.0000000E+000, 6.1825522E+001, 5.9979890E+001, 0.0000000E+000, 2.1814634E-002, 0.0000000E+000, 0.0000000E+000
 1.1253911E+002, 3.6036171E+002, 0.0000000E+000,-1.1845048E+002,-1.4842122E+002,-3.6458903E+001, 4.7675352E-002, 0.0000000E+000, 0.0000000E+000, 5.7175540E+001, 5.7078784E+001, 0.0000000E+000, 2.1912195E-002, 0.0000000E+000, 0.0000000E+000
 1.1282508E+002, 3.6584146E+002, 0.0000000E+000,-1.2069867E+002,-1.5105146E+002,-3.6753902E+001, 4.8839461E-002, 0.0000000E+000, 0.0000000E+000, 5.8538469E+001, 5.7386261E+001, 0.0000000E+000, 2.2020906E-002, 0.0000000E+000, 0.0000000E+000
 1.1312739E+002, 3.5967422E+002, 0.0000000E+000,-1.1766312E+002,-1.5649394E+002,-3.6816905E+001, 4.9311039E-002, 0.0000000E+000, 0.0000000E+000, 5.0735255E+001, 4.8749561E+001, 0.0000000E+000, 2.2114876E-002, 0.0000000E+000, 0.0000000E+000
 1.1344196E+002, 3.5938795E+002, 0.0000000E+000,-1.0976958E+002,-1.7235975E+002,-3.7079140E+001, 4.9400616E-002, 0.0000000E+000, 0.0000000E+000, 4.1193767E+001, 4.0228880E+001, 0.0000000E+000, 2.2214170E-002, 0.0000000E+000, 0.0000000E+000
 1.1371159E+002, 3.6120518E+002, 0.0000000E+000,-1.1062403E+002,-1.8526555E+002,-3.7352298E+001, 4.8559873E-002, 0.0000000E+000, 0.0000000E+000, 3.0290397E+001, 2.8011858E+001, 0.0000000E+000, 2.2308943E-002, 0.0000000E+000, 0.0000000E+000
 1.1402615E+002, 3.6394073E+002, 0.0000000E+000,-1.2288689E+002,-1.8272648E+002,-3.7557527E+001, 4.8969283E-002, 0.0000000E+000, 0.0000000E+000, 2.2186678E+001, 2.0818791E+001, 0.0000000E+000, 2.2403717E-002, 0.0000000E+000, 0.0000000E+000
 1.1434071E+002, 3.6776651E+002, 0.0000000E+000,-1.2329483E+002,-1.6920372E+002,-3.7701534E+001, 4.9509490E-002, 0.0000000E+000, 0.0000000E+000, 3.6858303E+001, 3.7615937E+001, 0.0000000E+000, 2.2505923E-002, 0.0000000E+000, 0.0000000E+000
 1.1461034E+002, 3.7352823E+002, 0.0000000E+000,-1.2182013E+002,-1.5815811E+002,-3.7194091E+001, 4.9851311E-002, 0.0000000E+000, 0.0000000E+000, 5.4654884E+001, 5.6405745E+001, 0.0000000E+000, 2.2601626E-002, 0.0000000E+000, 0.0000000E+000
 1.1491057E+002, 3.7488735E+002, 0.0000000E+000,-1.1713798E+002,-1.5113662E+002,-3.6631375E+001, 4.9776185E-002, 0.0000000E+000, 0.0000000E+000, 6.9500911E+001, 7.0031156E+001, 0.0000000E+000, 2.2695997E-002, 0.0000000E+000, 0.0000000E+000
 1.1523183E+002, 3.7659676E+002, 0.0000000E+000,-1.1251450E+002,-1.4609764E+002,-3.6111951E+001, 5.0555783E-002, 0.0000000E+000, 0.0000000E+000, 8.1168349E+001, 8.1923228E+001, 0.0000000E+000, 2.2796748E-002, 0.0000000E+000, 0.0000000E+000
 1.1551293E+002, 3.7639172E+002, 0.0000000E+000,-1.1452667E+002,-1.4506500E+002,-3.6168367E+001, 5.1014851E-002, 0.0000000E+000, 0.0000000E+000, 8.2977818E+001, 8.0682697E+001, 0.0000000E+000, 2.2894309E-002, 0.0000000E+000, 0.0000000E+000
 1.1583419E+002, 3.7240856E+002, 0.0000000E+000,-1.1788797E+002,-1.4993509E+002,-3.6029130E+001, 5.0288301E-002, 0.0000000E+000, 0.0000000E+000, 6.9799557E+001, 6.8606655E+001, 0.0000000E+000, 2.2991870E-002, 0.0000000E+000, 0.0000000E+000
 1.1612332E+002, 3.7708952E+002, 0.0000000E+000,-1.1616941E+002,-1.5563979E+002,-3.5819509E+001, 5.1104341E-002, 0.0000000E+000, 0.0000000E+000, 6.9115456E+001, 6.9511907E+001, 0.0000000E+000, 2.3090334E-002, 0.0000000E+000, 0.0000000E+000
 1.1642133E+002, 3.7982701E+002, 0.0000000E+000,-1.2203113E+002,-1.5898150E+002,-3.5617795E+001, 5.0271736E-002, 0.0000000E+000, 0.0000000E+000, 6.4420599E+001, 6.3246860E+001, 0.0000000E+000, 2.3186489E-002, 0.0000000E+000, 0.0000000E+000
 1.1673177E+002, 3.8358876E+002, 0.0000000E+000,-1.2578197E+002,-1.6178246E+002,-3.6056811E+001, 5.0925353E-002, 0.0000000E+000, 0.0000000E+000, 6.1176092E+001, 6.0018450E+001, 0.0000000E+000, 2.3280936E-002, 0.0000000E+000, 0.0000000E+000
 1.1701383E+002, 3.8183503E+002, 0.0000000E+000,-1.2738955E+002,-1.6178889E+002,-3.7467253E+001, 5.1706608E-002, 0.0000000E+000, 0.0000000E+000, 5.7099618E+001, 5.5241047E+001, 0.0000000E+000, 2.3378117E-002, 0.0000000E+000, 0.0000000E+000
 1.1731812E+002, 3.8465069E+002, 0.0000000E+000,-1.2628380E+002,-1.5950014E+002,-3.8558920E+001, 5.2182485E-002, 0.0000000E+000, 0.0000000E+000, 5.9377711E+001, 6.0360012E+001, 0.0000000E+000, 2.3475456E-002, 0.0000000E+000, 0.0000000E+000
 1.1763474E+002, 3.8720664E+002, 0.0000000E+000,-1.3126615E+002,-1.5855930E+002,-3.8794233E+001, 5.2742509E-002, 0.0000000E+000, 0.0000000E+000, 6.0749233E+001, 5.8639708E+001, 0.0000000E+000, 2.3576307E-002, 0.0000000E+000, 0.0000000E+000
 1.1791985E+002, 3.8735843E+002, 0.0000000E+000,-1.2651869E+002,-1.6155041E+002,-3.8708487E+001, 5.2551570E-002, 0.0000000E+000, 0.0000000E+000, 6.1963980E+001, 6.0633396E+001, 0.0000000E+000, 2.3674860E-002, 0.0000000E+000, 0.0000000E+000
 1.1822599E+002, 3.8708360E+002, 0.0000000E+000,-1.1940034E+002,-1.6700597E+002,-3.8708613E+001, 5.2553954E-002, 0.0000000E+000, 0.0000000E+000, 6.2054901E+001, 6.2021237E+001, 0.0000000E+000, 2.3770514E-002, 0.0000000E+000, 0.0000000E+000
 1.1853281E+002, 3.8532239E+002, 0.0000000E+000,-1.1830622E+002,-1.7688183E+002,-3.8339253E+001, 5.2753440E-002, 0.0000000E+000, 0.0000000E+000, 5.4622846E+001, 5.1847845E+001, 0.0000000E+000, 2.3866093E-002, 0.0000000E+000, 0.0000000E+000
 1.1881870E+002, 3.8874138E+002, 0.0000000E+000,-1.2643002E+002,-1.8373038E+002,-3.8581138E+001, 5.2891045E-002, 0.0000000E+000, 0.0000000E+000, 4.1220835E+001, 4.0052731E+001, 0.0000000E+000, 2.3961879E-002, 0.0000000E+000, 0.0000000E+000
 1.1912444E+002, 3.9186955E+002, 0.0000000E+000,-1.3236597E+002,-1.7780518E+002,-3.8962006E+001, 5.3353881E-002, 0.0000000E+000, 0.0000000E+000, 4.3455741E+001, 4.2789754E+001, 0.0000000E+000, 2.4065041E-002, 0.0000000E+000, 0.0000000E+000
 1.1943065E+002, 4.0015657E+002, 0.0000000E+000,-1.3149226E+002,-1.6599695E+002,-3.8774841E+001, 5.3509118E-002, 0.0000000E+000, 0.0000000E+000, 6.2434446E+001, 6.3946029E+001, 0.0000000E+000, 2.4161684E-002, 0.0000000E+000, 0.0000000E+000
 1.1973069E+002, 4.0364346E+002, 0.0000000E+000,-1.2885991E+002,-1.5786962E+002,-3.8698843E+001, 5.2850544E-002, 0.0000000E+000, 0.0000000E+000, 7.8526091E+001, 7.8267936E+001, 0.0000000E+000, 2.4260163E-002, 0.0000000E+000, 0.0000000E+000
 1.2003073E+002, 3.9676223E+002, 0.0000000E+000,-1.2010411E+002,-1.5418908E+002,-3.9114912E+001, 5.2432581E-002, 0.0000000E+000, 0.0000000E+000, 8.3494852E+001, 8.3406561E+001, 0.0000000E+000, 2.4357622E-002, 0.0000000E+000, 0.0000000E+000
 1.2031239E+002, 4.0205598E+002, 0.0000000E+000,-1.2966184E+002,-1.5356066E+002,-3.9931474E+001, 5.3667874E-002, 0.0000000E+000, 0.0000000E+000, 8.2226535E+001, 7.8955668E+001, 0.0000000E+000, 2.4452730E-002, 0.0000000E+000, 0.0000000E+000
 1.2063006E+002, 3.9888289E+002, 0.0000000E+000,-1.3879564E+002,-1.5591498E+002,-4.0408689E+001, 5.4150765E-002, 0.0000000E+000, 0.0000000E+000, 6.4282058E+001, 6.3817728E+001, 0.0000000E+000, 2.4540070E-002, 0.0000000E+000, 0.0000000E+000
 1.2092049E+002, 3.9982450E+002, 0.0000000E+000,-1.3760312E+002,-1.5953224E+002,-4.0112563E+001, 5.4806241E-002, 0.0000000E+000, 0.0000000E+000, 6.3130149E+001, 6.2631382E+001, 0.0000000E+000, 2.4635099E-002, 0.0000000E+000, 0.0000000E+000
 1.2120867E+002, 4.0609598E+002, 0.0000000E+000,-1.2600115E+002,-1.6314216E+002,-3.9439596E+001, 5.4536101E-002, 0.0000000E+000, 0.0000000E+000, 7.5522634E+001, 7.7567620E+001, 0.0000000E+000, 2.4722537E-002, 0.0000000E+000, 0.0000000E+000
 1.2151841E+002, 4.0819490E+002, 0.0000000E+000,-1.2222613E+002,-1.6390764E+002,-3.9565610E+001, 5.5179421E-002, 0.0000000E+000, 0.0000000E+000, 8.2162371E+001, 8.2550707E+001, 0.0000000E+000, 2.4813589E-002, 0.0000000E+000, 0.0000000E+000
 1.2182912E+002, 4.1080199E+002, 0.0000000E+000,-1.2744649E+002,-1.6204154E+002,-4.0558453E+001, 5.5485179E-002, 0.0000000E+000, 0.0000000E+000, 8.3297179E+001, 8.0810984E+001, 0.0000000E+000, 2.4907746E-002, 0.0000000E+000, 0.0000000E+000
 1.2212726E+002, 4.0458785E+002, 0.0000000E+000,-1.2672176E+002,-1.6785220E+002,-4.1280732E+001, 5.5508247E-002, 0.0000000E+000, 0.0000000E+000, 7.0309707E+001, 6.8788666E+001, 0.0000000E+000, 2.4997027E-002, 0.0000000E+000, 0.0000000E+000
 1.2242619E+002, 4.0721284E+002, 0.0000000E+000,-1.2740613E+002,-1.7517582E+002,-4.0775483E+001, 5.3907683E-002, 0.0000000E+000, 0.0000000E+000, 6.5101342E+001, 6.3909322E+001, 0.0000000E+000, 2.5091332E-002, 0.0000000E+000, 0.0000000E+000
 1.2271476E+002, 4.1217962E+002, 0.0000000E+000,-1.3037693E+002,-1.7910445E+002,-4.0901150E+001, 5.4497614E-002, 0.0000000E+000, 0.0000000E+000, 6.2188594E+001, 6.1851583E+001, 0.0000000E+000, 2.5181706E-002, 0.0000000E+000, 0.0000000E+000
 1.2302805E+002, 4.1373437E+002, 0.0000000E+000,-1.3205737E+002,-1.8046901E+002,-4.1647171E+001, 5.4852219E-002, 0.0000000E+000, 0.0000000E+000, 6.1043553E+001, 5.9615666E+001, 0.0000000E+000, 2.5274390E-002, 0.0000000E+000, 0.0000000E+000
 1.2330219E+002, 4.1353442E+002, 0.0000000E+000,-1.3204329E+002,-1.8284761E+002,-4.2573188E+001, 5.5629676E-002, 0.0000000E+000, 0.0000000E+000, 5.6798432E+001, 5.6125972E+001, 0.0000000E+000, 2.5365854E-002, 0.0000000E+000, 0.0000000E+000
 1.2361939E+002, 4.1446555E+002, 0.0000000E+000,-1.3558102E+002,-1.9055006E+002,-4.3279546E+001, 5.6607091E-002, 0.0000000E+000, 0.0000000E+000, 4.9038319E+001, 4.5111537E+001, 0.0000000E+000, 2.5448660E-002, 0.0000000E+000, 0.0000000E+000
 1.2390761E+002, 4.1563601E+002, 0.0000000E+000,-1.3493350E+002,-2.0950701E+002,-4.3518182E+001, 5.5794496E-002, 0.0000000E+000, 0.0000000E+000, 2.6759653E+001, 2.7733117E+001, 0.0000000E+000, 2.5547653E-002, 0.0000000E+000, 0.0000000E+000
 1.2423602E+002, 4.2363746E+002, 0.0000000E+000,-1.3133856E+002,-2.0462858E+002,-4.3294798E+001, 5.5757426E-002, 0.0000000E+000, 0.0000000E+000, 4.4829910E+001, 4.4431274E+001, 0.0000000E+000, 2.5641320E-002, 0.0000000E+000, 0.0000000E+000
 1.2450052E+002, 4.2260293E+002, 0.0000000E+000,-1.3345639E+002,-1.9518627E+002,-4.3106263E+001, 5.5692770E-002, 0.0000000E+000, 0.0000000E+000, 5.2527656E+001, 5.0909704E+001, 0.0000000E+000, 2.5730947E-002, 0.0000000E+000, 0.0000000E+000
 1.2483353E+002, 4.1930190E+002, 0.0000000E+000,-1.3328609E+002,-1.9583306E+002,-4.3563794E+001, 5.5240388E-002, 0.0000000E+000, 0.0000000E+000, 4.8015090E+001, 4.6674196E+001, 0.0000000E+000, 2.5817073E-002, 0.0000000E+000, 0.0000000E+000
 1.2512197E+002, 4.2236999E+002, 0.0000000E+000,-1.3921151E+002,-1.9113902E+002,-4.4716726E+001, 5.5209940E-002, 0.0000000E+000, 0.0000000E+000, 4.8517976E+001, 4.7357943E+001, 0.0000000E+000, 2.5913961E-002, 0.0000000E+000, 0.0000000E+000
 1.2540509E+002, 4.2455940E+002, 0.0000000E+000,-1.3843022E+002,-1.8507994E+002,-4.4932766E+001, 5.5420403E-002, 0.0000000E+000, 0.0000000E+000, 5.7008281E+001, 5.6171906E+001, 0.0000000E+000, 2.6000000E-002, 0.0000000E+000, 0.0000000E+000
 1.2573635E+002, 4.2833131E+002, 0.0000000E+000,-1.4051706E+002,-1.8501238E+002,-4.5019033E+001, 5.5243241E-002, 0.0000000E+000, 0.0000000E+000, 5.7679456E+001, 5.7838076E+001, 0.0000000E+000, 2.6092779E-002, 0.0000000E+000, 0.0000000E+000
 1.2600843E+002, 4.3234896E+002, 0.0000000E+000,-1.3522913E+002,-1.8314915E+002,-4.4271128E+001, 5.6347836E-002, 0.0000000E+000, 0.0000000E+000, 7.0034347E+001, 6.9755893E+001, 0.0000000E+000, 2.6184940E-002, 0.0000000E+000, 0.0000000E+000
 1.2632072E+002, 4.2776232E+002, 0.0000000E+000,-1.3562582E+002,-1.7639171E+002,-4.4022265E+001, 5.6760665E-002, 0.0000000E+000, 0.0000000E+000, 7.3198679E+001, 7.1779274E+001, 0.0000000E+000, 2.6274523E-002, 0.0000000E+000, 0.0000000E+000
 1.2663332E+002, 4.2827271E+002, 0.0000000E+000,-1.3795501E+002,-1.6387536E+002,-4.3976774E+001, 5.6426861E-002, 0.0000000E+000, 0.0000000E+000, 8.2988895E+001, 8.2521997E+001, 0.0000000E+000, 2.6372390E-002, 0.0000000E+000, 0.0000000E+000
 1.2690342E+002, 4.3470899E+002, 0.0000000E+000,-1.4823632E+002,-1.5953208E+002,-4.4298988E+001, 5.5225881E-002, 0.0000000E+000, 0.0000000E+000, 8.3881864E+001, 8.2696827E+001, 0.0000000E+000, 2.6460410E-002, 0.0000000E+000, 0.0000000E+000
 1.2723145E+002, 4.3563152E+002, 0.0000000E+000,-1.4368540E+002,-1.6613912E+002,-4.5368338E+001, 5.6364307E-002, 0.0000000E+000, 0.0000000E+000, 8.1576247E+001, 8.0495031E+001, 0.0000000E+000, 2.6548780E-002, 0.0000000E+000, 0.0000000E+000
